"lat","lon","fdate","mean_cpue","sum_KG","area"
10,82,"2017-04-02",0.5,90,"bob"
10,82,"2017-04-02",0.8571429,150,"bob"
10,82.25,"2017-04-02",4.5,770,"bob"
10,83.25,"2017-04-02",0.9333333,1350,"bob"
10.25,83.25,"2017-04-02",0.4347826,15,"bob"
14,88.5,"2017-04-02",0.4,35,"bob"
15.25,89.25,"2017-04-02",0.1111111,50,"bob"
15.25,89.5,"2017-04-02",2,400,"bob"
15.5,87,"2017-04-02",0.1111111,55,"bob"
15.5,89,"2017-04-02",0.1,35,"bob"
16.25,88.25,"2017-04-02",0.4,200,"bob"
16.25,89,"2017-04-02",0.2,70,"bob"
16.5,88.75,"2017-04-02",0.1111111,80,"bob"
16.75,87.75,"2017-04-02",0.5,180,"bob"
17,88.5,"2017-04-02",0.4444444,198,"bob"
17,88.5,"2017-04-02",1.142857,250,"bob"
17.25,88.75,"2017-04-02",0.2666667,120,"bob"
17.75,89.25,"2017-04-02",0.8571429,1063,"bob"
10,82,"2017-04-03",0.5,189,"bob"
10,82.25,"2017-04-03",1.125,435,"bob"
10,82.25,"2017-04-03",0.25,70,"bob"
10.25,82.25,"2017-04-03",0.1666667,48,"bob"
11,82.5,"2017-04-03",3,95,"bob"
12.75,87,"2017-04-03",0.5,240,"bob"
14.25,87.25,"2017-04-03",0.6,215,"bob"
15.5,86.25,"2017-04-03",0.4,80,"bob"
16.25,87.75,"2017-04-03",1.444444,350,"bob"
16.25,88.75,"2017-04-03",0.08818342,45,"bob"
16.5,87.75,"2017-04-03",0.8,250,"bob"
16.5,88.5,"2017-04-03",0.5555556,249,"bob"
17,88.25,"2017-04-03",0.7142857,200,"bob"
17,88.5,"2017-04-03",0.1,40,"bob"
17,88.5,"2017-04-03",0.5333333,350,"bob"
17.5,88.75,"2017-04-03",1,450,"bob"
17.5,89.5,"2017-04-03",0.6666667,120,"bob"
17.5,89.5,"2017-04-03",0.125,20,"bob"
17.75,89.75,"2017-04-03",0.5,261,"bob"
10,83.25,"2017-04-04",0.9333333,1350,"bob"
10,84,"2017-04-04",1,650,"bob"
14.75,88.75,"2017-04-04",0.1111111,45,"bob"
14.75,88.75,"2017-04-04",0.2,90,"bob"
15,86.25,"2017-04-04",0.2,50,"bob"
15,89,"2017-04-04",0.2,60,"bob"
15.25,86.5,"2017-04-04",1.6,200,"bob"
15.75,88.25,"2017-04-04",0.5,250,"bob"
16.25,87.5,"2017-04-04",0.1,55,"bob"
16.25,88.75,"2017-04-04",1,330,"bob"
16.75,88.25,"2017-04-04",0.3658537,260,"bob"
16.75,88.75,"2017-04-04",2,348,"bob"
16.75,88.75,"2017-04-04",1.2,300,"bob"
17,88.5,"2017-04-04",0.1333333,80,"bob"
17.25,89.25,"2017-04-04",0.4,50,"bob"
17.25,89.5,"2017-04-04",0.3,130,"bob"
17.5,89.5,"2017-04-04",0.3333333,60,"bob"
10,82.25,"2017-04-05",0.75,250,"bob"
10,82.75,"2017-04-05",0.4666667,940,"bob"
10,82.75,"2017-04-05",0.5,200,"bob"
10.25,82.25,"2017-04-05",0.3333333,100,"bob"
10.25,83.75,"2017-04-05",0.4,120,"bob"
12.5,87,"2017-04-05",0.8,350,"bob"
12.75,86.5,"2017-04-05",1.2,120,"bob"
16,87.5,"2017-04-05",0.2857143,60,"bob"
16.25,88.25,"2017-04-05",1,690,"bob"
16.5,87.5,"2017-04-05",0.6,161,"bob"
16.75,89,"2017-04-05",0.2,91,"bob"
17,89.25,"2017-04-05",0.4444444,320,"bob"
17.25,88.75,"2017-04-05",0.2857143,60,"bob"
17.25,89.25,"2017-04-05",1,500,"bob"
17.5,89,"2017-04-05",0.4666667,210,"bob"
10,82.25,"2017-04-06",0.5,81,"bob"
10,83,"2017-04-06",0.2,70,"bob"
11.75,86,"2017-04-06",0.1111111,30,"bob"
12.5,86.5,"2017-04-06",0.4,40,"bob"
13.5,87,"2017-04-06",0.4,80,"bob"
13.75,85.25,"2017-04-06",2.4,240,"bob"
15.75,87.25,"2017-04-06",0.6666667,200,"bob"
16.5,90,"2017-04-06",0.2,70,"bob"
16.75,89.25,"2017-04-06",0.1,30,"bob"
17,89.25,"2017-04-06",1.1,550,"bob"
17,89.25,"2017-04-06",0.3,100,"bob"
17.25,89.5,"2017-04-06",0.7368421,230,"bob"
17.25,89.5,"2017-04-06",0.2222222,70,"bob"
17.5,89.25,"2017-04-06",0.2,60,"bob"
10,83,"2017-04-07",0.2,70,"bob"
10,83.5,"2017-04-07",0.5,140,"bob"
10.25,83,"2017-04-07",0.25,39,"bob"
12.75,84,"2017-04-07",1.6,180,"bob"
13.5,85.75,"2017-04-07",0.3333333,128,"bob"
14,87.5,"2017-04-07",0.1428571,35,"bob"
14.25,87.25,"2017-04-07",0.09090909,50,"bob"
14.25,87.25,"2017-04-07",0.09090909,7,"bob"
15.25,87.25,"2017-04-07",1,750,"bob"
16.25,87.5,"2017-04-07",0.4444444,150,"bob"
16.5,90.25,"2017-04-07",6,675,"bob"
17,88.75,"2017-04-07",1.25,240,"bob"
17,89.25,"2017-04-07",0.75,143,"bob"
17,89.25,"2017-04-07",0.1277778,120,"bob"
17,89.25,"2017-04-07",0.6,510,"bob"
17.25,89.5,"2017-04-07",0.2222222,100,"bob"
17.5,89.5,"2017-04-07",0.2727273,70,"bob"
10,83.5,"2017-04-08",0.6,200,"bob"
10.25,82,"2017-04-08",0.8,210,"bob"
10.25,82.5,"2017-04-08",0.1428571,48,"bob"
10.5,83.5,"2017-04-08",1.428571,410,"bob"
11.75,86.25,"2017-04-08",0.2666667,60,"bob"
12,88.25,"2017-04-08",0.7317073,280,"bob"
12.25,88.25,"2017-04-08",0.6666667,250,"bob"
12.75,86.75,"2017-04-08",0.4,210,"bob"
14.75,87.25,"2017-04-08",0.1111111,30,"bob"
16,86.75,"2017-04-08",0.4,70,"bob"
16,88,"2017-04-08",1.4,350,"bob"
16.25,89.25,"2017-04-08",1.375,433,"bob"
16.5,87.5,"2017-04-08",0.5,175,"bob"
16.5,88.5,"2017-04-08",0.2857143,80,"bob"
16.75,89,"2017-04-08",5.5,1815,"bob"
17,89,"2017-04-08",0.2,70,"bob"
17,89.25,"2017-04-08",0.09090909,40,"bob"
17,89.25,"2017-04-08",0.3333333,110,"bob"
17,89.25,"2017-04-08",0.3,130,"bob"
17,89.25,"2017-04-08",0.6,510,"bob"
17,89.5,"2017-04-08",0.6315789,250,"bob"
17,89.75,"2017-04-08",0.2222222,100,"bob"
17.25,89,"2017-04-08",0.5555556,300,"bob"
17.25,89.25,"2017-04-08",0.1111111,100,"bob"
17.5,89.5,"2017-04-08",0.2105263,80,"bob"
17.5,90,"2017-04-08",0.1,40,"bob"
10,83,"2017-04-09",1,350,"bob"
10.25,82,"2017-04-09",0.2,41,"bob"
10.25,83.5,"2017-04-09",0.5,200,"bob"
10.25,85.25,"2017-04-09",0.4,160,"bob"
11.25,85.75,"2017-04-09",0.25,80,"bob"
11.5,86.25,"2017-04-09",0.2666667,45,"bob"
12,85,"2017-04-09",0.1666667,43,"bob"
12.25,88.25,"2017-04-09",0.2439024,80,"bob"
12.25,88.25,"2017-04-09",0.1111111,35,"bob"
16.5,88.25,"2017-04-09",0.4,200,"bob"
16.75,89.25,"2017-04-09",0.2,60,"bob"
16.75,89.25,"2017-04-09",0.2,80,"bob"
17,89.25,"2017-04-09",0.2222222,80,"bob"
17,89.25,"2017-04-09",0.4444444,400,"bob"
17,89.5,"2017-04-09",0.6,250,"bob"
17.5,89.5,"2017-04-09",0.4210526,145,"bob"
17.5,89.5,"2017-04-09",0.1111111,45,"bob"
17.5,89.5,"2017-04-09",0.9,260,"bob"
17.5,90,"2017-04-09",0.4,130,"bob"
10,82,"2017-04-10",1,151,"bob"
10,82,"2017-04-10",0.5,200,"bob"
10,82.25,"2017-04-10",0.125,55,"bob"
10,83.25,"2017-04-10",0.4347826,70,"bob"
10.25,83.25,"2017-04-10",0.3076923,70,"bob"
10.5,82.5,"2017-04-10",1,270,"bob"
12,88.25,"2017-04-10",0.4285714,100,"bob"
13.25,88,"2017-04-10",0.2222222,70,"bob"
13.75,88.25,"2017-04-10",0.1666667,30,"bob"
16.25,88,"2017-04-10",0.1111111,45,"bob"
16.25,89.25,"2017-04-10",1.375,433,"bob"
16.5,87.5,"2017-04-10",0.2,120,"bob"
16.75,89.25,"2017-04-10",0.2,60,"bob"
17,88,"2017-04-10",0.5714286,160,"bob"
17,89.25,"2017-04-10",0.2222222,75,"bob"
17,89.25,"2017-04-10",0.1111111,80,"bob"
17,89.75,"2017-04-10",0.3,120,"bob"
17.5,89.5,"2017-04-10",0.2222222,85,"bob"
17.75,89.5,"2017-04-10",0.2777778,180,"bob"
10,82,"2017-04-11",0.5,189,"bob"
10,82.25,"2017-04-11",0.4,81,"bob"
11,87,"2017-04-11",0.25,100,"bob"
11.25,87.5,"2017-04-11",0.2,40,"bob"
11.5,87.75,"2017-04-11",0.25,35,"bob"
11.5,88,"2017-04-11",0.1111111,45,"bob"
14.75,86.25,"2017-04-11",0.1,80,"bob"
16.75,89,"2017-04-11",0.1111111,40,"bob"
16.75,89.25,"2017-04-11",0.2,60,"bob"
16.75,89.25,"2017-04-11",0.2222222,60,"bob"
17,88.5,"2017-04-11",0.4545455,150,"bob"
17,89.5,"2017-04-11",0.5,220,"bob"
17,89.75,"2017-04-11",0.4666667,280,"bob"
17,90,"2017-04-11",0.2857143,80,"bob"
17,90.25,"2017-04-11",0.2,80,"bob"
17.5,89.5,"2017-04-11",0.1666667,48,"bob"
17.5,89.75,"2017-04-11",0.5263158,160,"bob"
17.5,89.75,"2017-04-11",0.4,130,"bob"
10,82.5,"2017-04-12",0.1,25,"bob"
10.25,82.75,"2017-04-12",1,320,"bob"
10.25,83.25,"2017-04-12",0.7619048,790,"bob"
12,88.25,"2017-04-12",0.3333333,100,"bob"
12.25,88.25,"2017-04-12",0.3571429,144,"bob"
15.75,87.5,"2017-04-12",0.7142857,200,"bob"
16.25,88.75,"2017-04-12",0.3333333,150,"bob"
16.75,89.25,"2017-04-12",0.1111111,71,"bob"
16.75,89.25,"2017-04-12",0.2222222,70,"bob"
16.75,89.75,"2017-04-12",0.4444444,180,"bob"
17,88,"2017-04-12",0.375,125,"bob"
17,90,"2017-04-12",0.7,300,"bob"
17,90.25,"2017-04-12",0.2,70,"bob"
17.25,89.75,"2017-04-12",0.6666667,300,"bob"
17.5,89.5,"2017-04-12",0.4210526,135,"bob"
17.5,89.5,"2017-04-12",1.2,180,"bob"
10,82.25,"2017-04-13",0.2,20,"bob"
10.5,87,"2017-04-13",0.5,70,"bob"
10.75,82.75,"2017-04-13",1.2,250,"bob"
12.25,88.25,"2017-04-13",0.3571429,144,"bob"
15,88.5,"2017-04-13",0.2,58,"bob"
16.75,90,"2017-04-13",0.5555556,200,"bob"
17,90,"2017-04-13",1,400,"bob"
17.25,89.75,"2017-04-13",0.2105263,60,"bob"
10.5,83.75,"2017-04-14",0.1315789,60,"bob"
12,85.25,"2017-04-14",0.2222222,35,"bob"
14.5,86.75,"2017-04-14",0.8571429,240,"bob"
15.75,88.5,"2017-04-14",0.2,89,"bob"
16.5,90,"2017-04-14",0.4,140,"bob"
10,82.25,"2017-04-15",0.6,125,"bob"
10.75,82.75,"2017-04-15",0.8,180,"bob"
10,86.75,"2017-04-16",0.75,115,"bob"
10.25,82.25,"2017-04-16",0.2173913,30,"bob"
14,87.25,"2017-04-16",0.4444444,170,"bob"
15,86,"2017-04-16",0.3333333,150,"bob"
10,82.75,"2017-04-17",0.4,180,"bob"
10.25,82.25,"2017-04-17",0.4,100,"bob"
16.5,90,"2017-04-17",0.3333333,185,"bob"
16.75,89,"2017-04-17",5.5,1815,"bob"
16.75,90,"2017-04-17",0.1111111,45,"bob"
17,90,"2017-04-17",0.6,248,"bob"
10.75,87.75,"2017-04-18",0.5,221,"bob"
15.25,88.25,"2017-04-18",0.125,40,"bob"
16.5,90,"2017-04-18",0.3333333,185,"bob"
16.75,90,"2017-04-18",0.2318182,230,"bob"
17.25,89.5,"2017-04-18",0.125,29,"bob"
10,82.75,"2017-04-19",0.4666667,280,"bob"
15.5,89.25,"2017-04-19",0.4444444,150,"bob"
10,82,"2017-04-20",0.5,75,"bob"
10,82.25,"2017-04-20",0.25,60,"bob"
10,82.75,"2017-04-20",0.4666667,940,"bob"
10,83.5,"2017-04-20",0.5333333,120,"bob"
11.25,88.5,"2017-04-20",0.1,42,"bob"
14.25,86.75,"2017-04-20",0.4,70,"bob"
16.25,90,"2017-04-20",0.3333333,120,"bob"
10.25,83.25,"2017-04-21",1.6,570,"bob"
10.25,87,"2017-04-21",0.2173913,60,"bob"
10.5,85,"2017-04-21",0.1,30,"bob"
10.75,83,"2017-04-21",0.25,130,"bob"
14.75,89.25,"2017-04-21",0.2222222,50,"bob"
10,82.25,"2017-04-22",0.25,37,"bob"
10.25,82.75,"2017-04-22",0.6,110,"bob"
10.5,83.5,"2017-04-22",0.6666667,320,"bob"
10.5,84.5,"2017-04-22",0.2,80,"bob"
11,84,"2017-04-22",0.1111111,40,"bob"
13.5,86.75,"2017-04-22",0.4,75,"bob"
10,82.75,"2017-04-23",0.4666667,940,"bob"
10.5,84,"2017-04-23",0.2222222,10,"bob"
11,88.25,"2017-04-23",0.2,70,"bob"
10.25,84.25,"2017-04-24",0.1111111,40,"bob"
10.5,82.25,"2017-04-24",0.7555556,785,"bob"
10,82,"2017-04-25",0.75,95,"bob"
10,88.5,"2017-04-25",0.3333333,100,"bob"
10.25,82,"2017-04-25",0.3333333,48,"bob"
10.25,82,"2017-04-25",0.4,170,"bob"
10.25,82.25,"2017-04-25",0.25,50,"bob"
10.25,82.5,"2017-04-25",0.6,135,"bob"
10.25,83.5,"2017-04-25",0.2777778,200,"bob"
10.5,82.25,"2017-04-25",0.7555556,785,"bob"
10.75,82,"2017-04-25",0.3333333,100,"bob"
12,86.75,"2017-04-25",0.6,130,"bob"
10,82,"2017-04-26",0.2857143,35,"bob"
10,82.5,"2017-04-26",0.375,102,"bob"
10,88.75,"2017-04-26",0.2222222,60,"bob"
10.25,82,"2017-04-26",0.25,121,"bob"
10.5,82,"2017-04-26",0.3333333,171,"bob"
10.5,82.5,"2017-04-26",0.7407407,450,"bob"
10,82,"2017-04-27",0.2857143,35,"bob"
10,88.5,"2017-04-27",0.1111111,30,"bob"
10.25,82,"2017-04-27",0.1666667,100,"bob"
10.25,82,"2017-04-27",0.4,170,"bob"
10.5,82,"2017-04-27",0.2666667,160,"bob"
10.5,82.25,"2017-04-27",0.7555556,785,"bob"
11,86.5,"2017-04-27",0.2,40,"bob"
10,82,"2017-04-28",1.5,463,"bob"
10.5,82,"2017-04-28",0.3333333,201,"bob"
10.5,82.5,"2017-04-28",0.7407407,450,"bob"
15.5,89.5,"2017-04-28",0.375,120,"bob"
10,82,"2017-04-29",0.1666667,81,"bob"
10.5,82.25,"2017-04-29",0.7555556,785,"bob"
10,82,"2017-04-30",0.08333333,48,"bob"
10,88.25,"2017-04-30",0.1111111,20,"bob"
10.25,82.25,"2017-04-30",0.2,38,"bob"
10.25,88.25,"2017-04-30",0.125,68,"bob"
10.5,82.25,"2017-04-30",2.666667,470,"bob"
11.25,83.25,"2017-04-30",0.2857143,90,"bob"
10,82,"2017-05-01",0.3,151,"bob"
10,82.25,"2017-05-01",0.4,83,"bob"
10.25,82,"2017-05-01",0.2,30,"bob"
10.5,82.25,"2017-05-01",0.7555556,785,"bob"
10.25,82,"2017-05-02",0.4,40,"bob"
10.25,82.25,"2017-05-02",0.25,161,"bob"
10.5,82.25,"2017-05-02",0.2666667,151,"bob"
10.5,82.5,"2017-05-02",0.7407407,450,"bob"
10.75,88.25,"2017-05-02",0.25,102,"bob"
11.75,88,"2017-05-02",0.2,60,"bob"
10,82,"2017-05-03",0.2,87,"bob"
10,82,"2017-05-03",0.4,173,"bob"
10.25,82.25,"2017-05-03",0.1666667,91,"bob"
10.25,84,"2017-05-03",0.4,60,"bob"
10.5,82.75,"2017-05-03",1.333333,280,"bob"
10.75,88.5,"2017-05-03",0.5,180,"bob"
10.25,88.25,"2017-05-04",0.3296703,120,"bob"
10.5,82.25,"2017-05-04",0.3333333,180,"bob"
10.5,88,"2017-05-04",0.6896552,160,"bob"
10.75,88.5,"2017-05-04",0.125,45,"bob"
12,88,"2017-05-04",0.1,30,"bob"
10,82,"2017-05-05",0.4,173,"bob"
10,82.25,"2017-05-05",2,107,"bob"
10,83,"2017-05-05",0.4166667,241,"bob"
10.5,82.25,"2017-05-05",0.3333333,141,"bob"
11.5,88,"2017-05-05",0.1,75,"bob"
12,85,"2017-05-05",0.2,40,"bob"
10,82,"2017-05-06",0.9333333,308,"bob"
10.5,82.75,"2017-05-06",0.2,30,"bob"
10.5,83,"2017-05-06",0.1666667,91,"bob"
10.25,82.25,"2017-05-07",0.2,43,"bob"
10.25,86.75,"2017-05-07",0.1111111,60,"bob"
10.5,82.75,"2017-05-07",0.4,70,"bob"
10.5,86.5,"2017-05-07",0.1176471,60,"bob"
12,88,"2017-05-07",0.3,150,"bob"
12.25,88.25,"2017-05-07",0.125,50,"bob"
10,82,"2017-05-08",1.142857,200,"bob"
10,82.5,"2017-05-08",2,117,"bob"
10.25,82,"2017-05-08",0.25,141,"bob"
10.25,83.75,"2017-05-08",1.5,250,"bob"
10,82,"2017-05-09",0.6666667,120,"bob"
10.25,82,"2017-05-09",0.1666667,91,"bob"
10.25,82.75,"2017-05-09",0.2,40,"bob"
10.25,83.5,"2017-05-09",1.5,200,"bob"
13,88,"2017-05-09",0.125,55,"bob"
10,82,"2017-05-10",0.7777778,230,"bob"
10,82.25,"2017-05-10",0.4285714,180,"bob"
10.25,82.75,"2017-05-10",0.4,60,"bob"
10.25,82.75,"2017-05-10",0.5416667,730,"bob"
10.25,82.75,"2017-05-10",3,178,"bob"
10.5,82,"2017-05-10",0.1333333,81,"bob"
10,82,"2017-05-11",0.7777778,230,"bob"
10.25,82.25,"2017-05-11",0.8,180,"bob"
11.25,84.75,"2017-05-11",0.2,48,"bob"
10,82,"2017-05-12",0.7777778,230,"bob"
10,82.75,"2017-05-12",0.2857143,95,"bob"
10.25,82.25,"2017-05-12",1,200,"bob"
10.25,82.75,"2017-05-12",0.5416667,730,"bob"
11.75,84.75,"2017-05-12",0.6,127,"bob"
10,82,"2017-05-13",0.3333333,30,"bob"
10,82.75,"2017-05-13",4,167,"bob"
10,82,"2017-05-14",0.3333333,25,"bob"
10.25,82.25,"2017-05-14",1,200,"bob"
10.25,82.75,"2017-05-14",0.5416667,730,"bob"
12,85,"2017-05-14",0.2,37,"bob"
10,82,"2017-05-15",0.5,110,"bob"
10,82,"2017-05-15",0.8,200,"bob"
10.25,82.25,"2017-05-15",0.8,180,"bob"
10.25,82.75,"2017-05-15",0.5714286,225,"bob"
10.5,82,"2017-05-15",0.3333333,200,"bob"
10.5,82,"2017-05-15",0.2,101,"bob"
10,82,"2017-05-16",0.3333333,25,"bob"
10.25,82.75,"2017-05-16",0.4285714,180,"bob"
10.25,82.75,"2017-05-16",0.5416667,730,"bob"
10.5,82.25,"2017-05-16",0.6,110,"bob"
12,85,"2017-05-16",0.2,39,"bob"
10,82,"2017-05-17",0.5,110,"bob"
10,82,"2017-05-18",0.3333333,20,"bob"
10,82.25,"2017-05-18",0.3333333,80,"bob"
10.75,83.25,"2017-05-18",0.4,69,"bob"
12,85,"2017-05-18",0.4,100,"bob"
10,82,"2017-05-19",0.3333333,35,"bob"
10.5,84.25,"2017-05-19",0.4444444,80,"bob"
10,82,"2017-05-20",0.25,62,"bob"
10,82.25,"2017-05-20",0.6666667,70,"bob"
10.25,82.25,"2017-05-20",0.2,61,"bob"
10.25,83.25,"2017-05-20",0.5,300,"bob"
10.5,83.75,"2017-05-20",0.5,180,"bob"
14,85,"2017-05-21",0.5,197,"bob"
10.25,82,"2017-05-22",0.1666667,48,"bob"
10.25,82,"2017-05-22",1,140,"bob"
10.5,83.25,"2017-05-22",0.8,122,"bob"
10.5,84,"2017-05-22",0.1666667,48,"bob"
10.25,84.25,"2017-05-23",0.1666667,3,"bob"
10.5,83.5,"2017-05-23",0.6,90,"bob"
10.5,84,"2017-05-23",0.3333333,100,"bob"
14,85.25,"2017-05-23",0.375,98,"bob"
10.25,82,"2017-05-24",0.1666667,37,"bob"
10.25,83.75,"2017-05-24",0.4,60,"bob"
10.75,84.75,"2017-05-24",0.4,70,"bob"
10,82.5,"2017-05-25",0.25,60,"bob"
10.25,84.25,"2017-05-25",0.1666667,48,"bob"
10.5,82.25,"2017-05-25",0.2,35,"bob"
10.5,84,"2017-05-25",0.6666667,200,"bob"
10.25,82,"2017-05-26",0.1666667,36,"bob"
10.25,84.25,"2017-05-26",0.8,150,"bob"
12,85,"2017-05-26",0.4,70,"bob"
10.25,82,"2017-05-27",0.1666667,27,"bob"
10.25,82,"2017-05-27",1.666667,160,"bob"
10.25,82.75,"2017-05-27",0.5,100,"bob"
10.25,84.25,"2017-05-27",0.6,96,"bob"
10.5,84.25,"2017-05-27",0.8333333,267,"bob"
10.5,84.5,"2017-05-27",0.1666667,45,"bob"
10.75,84.75,"2017-05-27",0.4,70,"bob"
12.75,84.75,"2017-05-27",0.2,57,"bob"
10.5,83.75,"2017-05-28",0.4,60,"bob"
10.75,82.75,"2017-05-28",1,200,"bob"
10.25,82.25,"2017-05-29",2.166667,250,"bob"
10.75,84.25,"2017-05-29",0.4,70,"bob"
10.5,84.5,"2017-05-30",0.1666667,45,"bob"
13.5,84.25,"2017-05-30",0.4,80,"bob"
10,83,"2017-06-01",0.1333333,85,"bob"
10.25,83,"2017-06-01",0.4,110,"bob"
10.75,84.75,"2017-06-01",0.3333333,80,"bob"
13.75,85.5,"2017-06-01",0.4,100,"bob"
10,82,"2017-06-02",0.2,40,"bob"
10.75,82.75,"2017-06-02",0.2,35,"bob"
10.25,84.5,"2017-06-03",0.1666667,48,"bob"
11,84.5,"2017-06-03",0.2,40,"bob"
12.5,84,"2017-06-03",0.2,80,"bob"
13.75,85.75,"2017-06-03",0.2,48,"bob"
10,82,"2017-06-04",0.4,80,"bob"
10.25,84,"2017-06-05",0.1666667,20,"bob"
12.25,84,"2017-06-05",0.8,200,"bob"
13,84.25,"2017-06-05",0.25,80,"bob"
13,84.75,"2017-06-05",0.3,130,"bob"
10,82,"2017-06-06",0.8333333,1090,"bob"
10.25,84.25,"2017-06-06",1,30,"bob"
11,84.75,"2017-06-06",0.2,30,"bob"
12.5,84.25,"2017-06-06",0.125,48,"bob"
10,82,"2017-06-07",0.2,50,"bob"
10.25,82,"2017-06-07",0.8,110,"bob"
12.5,84.25,"2017-06-07",0.125,39,"bob"
12.5,86,"2017-06-07",1,261,"bob"
12.75,84.25,"2017-06-07",1.25,518,"bob"
13.5,84.75,"2017-06-08",0.3,120,"bob"
10.25,84,"2017-06-09",0.1666667,39,"bob"
12.5,84,"2017-06-09",0.625,261,"bob"
10,82,"2017-06-10",1.25,240,"bob"
10,82.25,"2017-06-10",0.4,80,"bob"
12,84,"2017-06-10",0.5,200,"bob"
12.5,84,"2017-06-10",0.4,97,"bob"
16.75,90.5,"2017-06-10",14,990,"bob"
10,82.25,"2017-06-11",0.4,100,"bob"
11,84.75,"2017-06-11",0.4,80,"bob"
12.25,84.75,"2017-06-11",0.25,71,"bob"
10.25,83.75,"2017-06-12",0.3333333,79,"bob"
11.25,84.75,"2017-06-12",0.125,37,"bob"
11.75,83.75,"2017-06-12",0.375,151,"bob"
12.5,84,"2017-06-12",1.6,400,"bob"
14.25,86,"2017-06-12",0.6,540,"bob"
11,84.75,"2017-06-13",0.125,48,"bob"
10,83.75,"2017-06-14",0.125,61,"bob"
10.25,84.5,"2017-06-14",1,300,"bob"
12.5,84,"2017-06-14",1,240,"bob"
14.25,86,"2017-06-14",0.25,235,"bob"
10,82,"2017-06-15",0.5,50,"bob"
10,82.25,"2017-06-15",0.6,85,"bob"
14.25,86,"2017-06-15",0.25,235,"bob"
10,82,"2017-06-16",0.25,40,"bob"
10,82.5,"2017-06-16",0.25,80,"bob"
10.5,84.5,"2017-06-16",0.8,355,"bob"
10,82.5,"2017-06-17",6.666667,122,"bob"
10,83,"2017-06-17",0.6,150,"bob"
14.25,86,"2017-06-17",0.6,540,"bob"
10,82,"2017-06-18",0.4166667,136,"bob"
10,82.25,"2017-06-18",0.6,280,"bob"
10,83,"2017-06-18",0.8,200,"bob"
10.25,83.75,"2017-06-18",0.2,35,"bob"
10.5,84,"2017-06-18",0.375,120,"bob"
10.5,84.5,"2017-06-18",0.8,355,"bob"
14.25,85.75,"2017-06-18",0.2,80,"bob"
10.25,83.75,"2017-06-19",0.8,190,"bob"
10.5,82.25,"2017-06-19",0.2222222,89,"bob"
10,82,"2017-06-20",0.75,110,"bob"
10,82.25,"2017-06-20",0.6,280,"bob"
10.25,82,"2017-06-20",0.5,200,"bob"
12.5,84.5,"2017-06-20",0.6,100,"bob"
10,82,"2017-06-21",0.75,121,"bob"
10,83.5,"2017-06-21",0.3,70,"bob"
10.25,82,"2017-06-21",0.625,250,"bob"
10.5,84.5,"2017-06-21",1.4,250,"bob"
13.25,85.5,"2017-06-21",0.375,130,"bob"
14.25,86,"2017-06-21",0.2,85,"bob"
10.25,82.75,"2017-06-22",0.2,50,"bob"
10.25,82,"2017-06-23",0.2,40,"bob"
10.25,83,"2017-06-23",0.4,110,"bob"
10.5,84.5,"2017-06-23",1.6,270,"bob"
13.25,86.25,"2017-06-23",0.75,210,"bob"
10,82,"2017-06-24",0.2857143,79,"bob"
10.5,83.25,"2017-06-24",0.625,210,"bob"
10.5,84,"2017-06-24",0.4,60,"bob"
13.5,84.75,"2017-06-24",0.4444444,370,"bob"
10,82,"2017-06-25",0.25,50,"bob"
10,82.25,"2017-06-25",1.833333,250,"bob"
10.25,82,"2017-06-25",0.75,142,"bob"
10.5,82.5,"2017-06-25",0.4,100,"bob"
10.25,82.25,"2017-06-26",1,176,"bob"
10.5,83.25,"2017-06-26",0.5,180,"bob"
10.5,84.5,"2017-06-26",1.2,300,"bob"
10.75,83,"2017-06-26",0.6,70,"bob"
13.5,84.75,"2017-06-26",0.4444444,370,"bob"
10.25,82.25,"2017-06-27",1,181,"bob"
10.25,83,"2017-06-27",0.75,250,"bob"
10.5,84.5,"2017-06-27",1.8,420,"bob"
10,82.25,"2017-06-28",1.25,215,"bob"
10.25,83.25,"2017-06-28",1.666667,220,"bob"
10.5,82,"2017-06-28",0.8,110,"bob"
13.5,86.25,"2017-06-28",0.375,140,"bob"
10,82.25,"2017-06-29",1.25,222,"bob"
10,84,"2017-06-29",0.875,301,"bob"
10.5,84.5,"2017-06-29",1.6,280,"bob"
10,82.5,"2017-06-30",0.875,360,"bob"
10.5,84,"2017-06-30",0.6666667,70,"bob"
12.5,85.25,"2017-06-30",2,220,"bob"
13.5,84.75,"2017-06-30",0.4444444,370,"bob"
10,82,"2017-07-01",0.5,100,"bob"
13.75,85.25,"2017-07-01",2.4,250,"bob"
10.25,82,"2017-07-02",0.5,270,"bob"
10.25,82.25,"2017-07-02",1.428571,100,"bob"
13.25,84.25,"2017-07-02",0.5,100,"bob"
10,82,"2017-07-03",1,60,"bob"
10,82,"2017-07-03",0.3333333,61,"bob"
10,82.25,"2017-07-03",0.1111111,30,"bob"
10,82.75,"2017-07-03",0.4444444,940,"bob"
10.25,83.5,"2017-07-03",0.75,120,"bob"
10,82.5,"2017-07-04",0.8571429,120,"bob"
13,84,"2017-07-04",0.75,160,"bob"
14,84.75,"2017-07-04",1.2,150,"bob"
10,82,"2017-07-05",0.3333333,37,"bob"
10.25,82,"2017-07-05",0.5,270,"bob"
10.25,82.25,"2017-07-05",0.75,150,"bob"
10.25,82.75,"2017-07-05",0.2,50,"bob"
